Date,Open,High,Low,Close,Adj Close,Volume
2001-10-09,23.370001,23.370001,23.370001,23.370001,16.467962,0
2001-10-10,23.910000,23.910000,23.910000,23.910000,16.848471,0
2001-10-11,24.330000,24.330000,24.330000,24.330000,17.144428,0
2001-10-12,24.190001,24.190001,24.190001,24.190001,17.045780,0
2001-10-15,24.160000,24.160000,24.160000,24.160000,17.024639,0
2001-10-16,24.350000,24.350000,24.350000,24.350000,17.158531,0
2001-10-17,23.860001,23.860001,23.860001,23.860001,16.813244,0
2001-10-18,23.680000,23.680000,23.680000,23.680000,16.686405,0
2001-10-19,23.809999,23.809999,23.809999,23.809999,16.778006,0
2001-10-22,24.170000,24.170000,24.170000,24.170000,17.031691,0
2001-10-23,24.049999,24.049999,24.049999,24.049999,16.947134,0
2001-10-24,24.070000,24.070000,24.070000,24.070000,16.961227,0
2001-10-25,24.410000,24.410000,24.410000,24.410000,17.200809,0
2001-10-26,24.510000,24.510000,24.510000,24.510000,17.271275,0
2001-10-29,23.950001,23.950001,23.950001,23.950001,16.876665,0
2001-10-30,23.540001,23.540001,23.540001,23.540001,16.587753,0
2001-10-31,23.580000,23.580000,23.580000,23.580000,16.615940,0
2001-11-01,24.080000,24.080000,24.080000,24.080000,16.968269,0
2001-11-02,24.120001,24.120001,24.120001,24.120001,16.996458,0
2001-11-05,24.450001,24.450001,24.450001,24.450001,17.228998,0
2001-11-06,24.809999,24.809999,24.809999,24.809999,17.482672,0
2001-11-07,24.760000,24.760000,24.760000,24.760000,17.447437,0
2001-11-08,24.780001,24.780001,24.780001,24.780001,17.461536,0
2001-11-09,24.799999,24.799999,24.799999,24.799999,17.475632,0
2001-11-12,24.780001,24.780001,24.780001,24.780001,17.461536,0
2001-11-13,25.240000,25.240000,25.240000,25.240000,17.785683,0
2001-11-14,25.330000,25.330000,25.330000,25.330000,17.849098,0
2001-11-15,25.330000,25.330000,25.330000,25.330000,17.849098,0
2001-11-16,25.270000,25.270000,25.270000,25.270000,17.806822,0
2001-11-19,25.559999,25.559999,25.559999,25.559999,18.011166,0
2001-11-20,25.360001,25.360001,25.360001,25.360001,17.870243,0
2001-11-21,25.240000,25.240000,25.240000,25.240000,17.785683,0
2001-11-23,25.540001,25.540001,25.540001,25.540001,17.997080,0
2001-11-26,25.719999,25.719999,25.719999,25.719999,18.123920,0
2001-11-27,25.580000,25.580000,25.580000,25.580000,18.025270,0
2001-11-28,25.129999,25.129999,25.129999,25.129999,17.708170,0
2001-11-29,25.420000,25.420000,25.420000,25.420000,17.912516,0
2001-11-30,25.389999,25.389999,25.389999,25.389999,17.891378,0
2001-12-03,25.170000,25.170000,25.170000,25.170000,17.736357,0
2001-12-04,25.540001,25.540001,25.540001,25.540001,17.997080,0
2001-12-05,26.129999,26.129999,26.129999,26.129999,18.412828,0
2001-12-06,26.100000,26.100000,26.100000,26.100000,18.391684,0
2001-12-07,25.910000,25.910000,25.910000,25.910000,18.257807,0
2001-12-10,25.520000,25.520000,25.520000,25.520000,17.982975,0
2001-12-11,25.480000,25.480000,25.480000,25.480000,17.954794,0
2001-12-12,25.480000,25.480000,25.480000,25.480000,17.954794,0
2001-12-13,25.110001,25.110001,25.110001,25.110001,17.694071,0
2001-12-14,25.190001,25.190001,25.190001,25.190001,17.750444,0
2001-12-17,25.450001,25.450001,25.450001,25.450001,17.933659,0
2001-12-18,25.660000,25.660000,25.660000,25.660000,18.081640,0
2001-12-19,25.770000,25.770000,25.770000,25.770000,18.159149,0
2001-12-20,25.530001,25.530001,25.530001,25.530001,17.990025,0
2001-12-21,25.590000,25.590000,25.590000,25.590000,18.099659,0
2001-12-24,25.600000,25.600000,25.600000,25.600000,18.106728,0
2001-12-26,25.730000,25.730000,25.730000,25.730000,18.198681,0
2001-12-27,25.910000,25.910000,25.910000,25.910000,18.325994,0
2001-12-28,26.010000,26.010000,26.010000,26.010000,18.396721,0
2001-12-31,25.750000,25.750000,25.750000,25.750000,18.212828,0
2002-01-02,25.850000,25.850000,25.850000,25.850000,18.283554,0
2002-01-03,26.110001,26.110001,26.110001,26.110001,18.467461,0
2002-01-04,26.290001,26.290001,26.290001,26.290001,18.594763,0
2002-01-07,26.110001,26.110001,26.110001,26.110001,18.467461,0
2002-01-08,26.049999,26.049999,26.049999,26.049999,18.425020,0
2002-01-09,25.930000,25.930000,25.930000,25.930000,18.340141,0
2002-01-10,25.959999,25.959999,25.959999,25.959999,18.361357,0
2002-01-11,25.730000,25.730000,25.730000,25.730000,18.198681,0
2002-01-14,25.520000,25.520000,25.520000,25.520000,18.050150,0
2002-01-15,25.700001,25.700001,25.700001,25.700001,18.177462,0
2002-01-16,25.290001,25.290001,25.290001,25.290001,17.887470,0
2002-01-17,25.549999,25.549999,25.549999,25.549999,18.071363,0
2002-01-18,25.280001,25.280001,25.280001,25.280001,17.880400,0
2002-01-22,25.080000,25.080000,25.080000,25.080000,17.738941,0
2002-01-23,25.309999,25.309999,25.309999,25.309999,17.901621,0
2002-01-24,25.420000,25.420000,25.420000,25.420000,17.979418,0
2002-01-25,25.440001,25.440001,25.440001,25.440001,17.993565,0
2002-01-28,25.459999,25.459999,25.459999,25.459999,18.007717,0
2002-01-29,24.820000,24.820000,24.820000,24.820000,17.555044,0
2002-01-30,25.080000,25.080000,25.080000,25.080000,17.738941,0
2002-01-31,25.420000,25.420000,25.420000,25.420000,17.979418,0
2002-02-01,25.240000,25.240000,25.240000,25.240000,17.852108,0
2002-02-04,24.650000,24.650000,24.650000,24.650000,17.434795,0
2002-02-05,24.570000,24.570000,24.570000,24.570000,17.378223,0
2002-02-06,24.379999,24.379999,24.379999,24.379999,17.243843,0
2002-02-07,24.280001,24.280001,24.280001,24.280001,17.173107,0
2002-02-08,24.670000,24.670000,24.670000,24.670000,17.448946,0
2002-02-11,25.000000,25.000000,25.000000,25.000000,17.682350,0
2002-02-12,24.920000,24.920000,24.920000,24.920000,17.625780,0
2002-02-13,25.170000,25.170000,25.170000,25.170000,17.802603,0
2002-02-14,25.110001,25.110001,25.110001,25.110001,17.760159,0
2002-02-15,24.840000,24.840000,24.840000,24.840000,17.569199,0
2002-02-19,24.370001,24.370001,24.370001,24.370001,17.236761,0
2002-02-20,24.690001,24.690001,24.690001,24.690001,17.463097,0
2002-02-21,24.320000,24.320000,24.320000,24.320000,17.201401,0
2002-02-22,24.520000,24.520000,24.520000,24.520000,17.342861,0
2002-02-25,24.920000,24.920000,24.920000,24.920000,17.625780,0
2002-02-26,24.950001,24.950001,24.950001,24.950001,17.646994,0
2002-02-27,24.969999,24.969999,24.969999,24.969999,17.661135,0
2002-02-28,24.900000,24.900000,24.900000,24.900000,17.611631,0
2002-03-01,25.450001,25.450001,25.450001,25.450001,18.000639,0
2002-03-04,25.950001,25.950001,25.950001,25.950001,18.354284,0
2002-03-05,25.820000,25.820000,25.820000,25.820000,18.262339,0
2002-03-06,26.180000,26.180000,26.180000,26.180000,18.516966,0
2002-03-07,26.070000,26.070000,26.070000,26.070000,18.439167,0
2002-03-08,26.250000,26.250000,26.250000,26.250000,18.566481,0
2002-03-11,26.330000,26.330000,26.330000,26.330000,18.623058,0
2002-03-12,26.260000,26.260000,26.260000,26.260000,18.573553,0
2002-03-13,26.030001,26.030001,26.030001,26.030001,18.410870,0
2002-03-14,26.020000,26.020000,26.020000,26.020000,18.403799,0
2002-03-15,26.299999,26.299999,26.299999,26.299999,18.601835,0
2002-03-18,26.320000,26.320000,26.320000,26.320000,18.615990,0
2002-03-19,26.420000,26.420000,26.420000,26.420000,18.686716,0
2002-03-20,26.020000,26.020000,26.020000,26.020000,18.403799,0
2002-03-21,26.100000,26.100000,26.100000,26.100000,18.460384,0
2002-03-22,25.920000,25.920000,25.920000,25.920000,18.384489,0
2002-03-25,25.549999,25.549999,25.549999,25.549999,18.122055,0
2002-03-26,25.700001,25.700001,25.700001,25.700001,18.228451,0
2002-03-27,25.850000,25.850000,25.850000,25.850000,18.334843,0
2002-03-28,25.920000,25.920000,25.920000,25.920000,18.384489,0
2002-04-01,25.889999,25.889999,25.889999,25.889999,18.363207,0
2002-04-02,25.660000,25.660000,25.660000,25.660000,18.200085,0
2002-04-03,25.410000,25.410000,25.410000,25.410000,18.022757,0
2002-04-04,25.440001,25.440001,25.440001,25.440001,18.044035,0
2002-04-05,25.379999,25.379999,25.379999,25.379999,18.001478,0
2002-04-08,25.480000,25.480000,25.480000,25.480000,18.072407,0
2002-04-09,25.330000,25.330000,25.330000,25.330000,17.966019,0
2002-04-10,25.629999,25.629999,25.629999,25.629999,18.178802,0
2002-04-11,25.070000,25.070000,25.070000,25.070000,17.781607,0
2002-04-12,25.280001,25.280001,25.280001,25.280001,17.930550,0
2002-04-15,25.110001,25.110001,25.110001,25.110001,17.809977,0
2002-04-16,25.670000,25.670000,25.670000,25.670000,18.207174,0
2002-04-17,25.610001,25.610001,25.610001,25.610001,18.164610,0
2002-04-18,25.580000,25.580000,25.580000,25.580000,18.143328,0
2002-04-19,25.590000,25.590000,25.590000,25.590000,18.150436,0
2002-04-22,25.209999,25.209999,25.209999,25.209999,17.880903,0
2002-04-23,25.090000,25.090000,25.090000,25.090000,17.795792,0
2002-04-24,24.930000,24.930000,24.930000,24.930000,17.682302,0
2002-04-25,24.910000,24.910000,24.910000,24.910000,17.668118,0
2002-04-26,24.570000,24.570000,24.570000,24.570000,17.426956,0
2002-04-29,24.350000,24.350000,24.350000,24.350000,17.270933,0
2002-04-30,24.650000,24.650000,24.650000,24.650000,17.483704,0
2002-05-01,24.840000,24.840000,24.840000,24.840000,17.618471,0
2002-05-02,24.790001,24.790001,24.790001,24.790001,17.583006,0
2002-05-03,24.559999,24.559999,24.559999,24.559999,17.419872,0
2002-05-06,24.110001,24.110001,24.110001,24.110001,17.100698,0
2002-05-07,24.020000,24.020000,24.020000,24.020000,17.036858,0
2002-05-08,24.870001,24.870001,24.870001,24.870001,17.639748,0
2002-05-09,24.510000,24.510000,24.510000,24.510000,17.384405,0
2002-05-10,24.120001,24.120001,24.120001,24.120001,17.107780,0
2002-05-13,24.540001,24.540001,24.540001,24.540001,17.405685,0
2002-05-14,25.070000,25.070000,25.070000,25.070000,17.781607,0
2002-05-15,24.980000,24.980000,24.980000,24.980000,17.717772,0
2002-05-16,25.059999,25.059999,25.059999,25.059999,17.774511,0
2002-05-17,25.230000,25.230000,25.230000,25.230000,17.895082,0
2002-05-20,24.910000,24.910000,24.910000,24.910000,17.668118,0
2002-05-21,24.629999,24.629999,24.629999,24.629999,17.469522,0
2002-05-22,24.719999,24.719999,24.719999,24.719999,17.533365,0
2002-05-23,24.990000,24.990000,24.990000,24.990000,17.724855,0
2002-05-24,24.700001,24.700001,24.700001,24.700001,17.519167,0
2002-05-28,24.520000,24.520000,24.520000,24.520000,17.391504,0
2002-05-29,24.360001,24.360001,24.360001,24.360001,17.278017,0
2002-05-30,24.309999,24.309999,24.309999,24.309999,17.242556,0
2002-05-31,24.360001,24.360001,24.360001,24.360001,17.278017,0
2002-06-03,23.770000,23.770000,23.770000,23.770000,16.859541,0
2002-06-04,23.750000,23.750000,23.750000,23.750000,16.845352,0
2002-06-05,23.940001,23.940001,23.940001,23.940001,16.980114,0
2002-06-06,23.490000,23.490000,23.490000,23.490000,16.660936,0
2002-06-07,23.510000,23.510000,23.510000,23.510000,16.675129,0
2002-06-10,23.559999,23.559999,23.559999,23.559999,16.710596,0
2002-06-11,23.170000,23.170000,23.170000,23.170000,16.433969,0
2002-06-12,23.290001,23.290001,23.290001,23.290001,16.519081,0
2002-06-13,23.049999,23.049999,23.049999,23.049999,16.348862,0
2002-06-14,23.030001,23.030001,23.030001,23.030001,16.334679,0
2002-06-17,23.660000,23.660000,23.660000,23.660000,16.781521,0
2002-06-18,23.670000,23.670000,23.670000,23.670000,16.788609,0
2002-06-19,23.290001,23.290001,23.290001,23.290001,16.519081,0
2002-06-20,22.990000,22.990000,22.990000,22.990000,16.306299,0
2002-06-21,22.580000,22.580000,22.580000,22.580000,16.059504,0
2002-06-24,22.620001,22.620001,22.620001,22.620001,16.087957,0
2002-06-25,22.250000,22.250000,22.250000,22.250000,15.824808,0
2002-06-26,22.180000,22.180000,22.180000,22.180000,15.775017,0
2002-06-27,22.549999,22.549999,22.549999,22.549999,16.038176,0
2002-06-28,22.570000,22.570000,22.570000,22.570000,16.052402,0
2002-07-01,22.059999,22.059999,22.059999,22.059999,15.689668,0
2002-07-02,21.559999,21.559999,21.559999,21.559999,15.334056,0
2002-07-03,21.650000,21.650000,21.650000,21.650000,15.398067,0
2002-07-05,22.410000,22.410000,22.410000,22.410000,15.938593,0
2002-07-08,22.139999,22.139999,22.139999,22.139999,15.746568,0
